Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NEUROD1,2.069939454,-0.607870951,2.768209956,-0.219589901,0.826190557,0.996317104
NEUROD2,4.656434241,1.944676201,1.609050024,1.20858654,0.22682173,0.990364873
NEXN,2.458493712,3.271172109,2.874209098,1.138112085,0.255073682,0.990364873
NEXN-AS1,1.836049181,6.475989698,3.51532415,1.84221694,0.065443424,0.825091047
NF1,230.6151183,-0.272258373,0.423376895,-0.643063842,0.520182675,0.990364873
NF2,46.58536937,-0.501761654,0.637666606,-0.786871461,0.431357115,0.990364873
NFAM1,0.757580767,-0.17814197,5.268683719,-0.033811475,0.973027485,0.996317104
NFAT5,169.2501134,0.109413975,0.381448306,0.286838276,0.774236154,0.99576093
NFATC1,0.812189055,-1.940643168,4.561352401,-0.425453461,0.670506141,0.990364873
NFATC2,2.503178003,-1.134382729,2.302835231,-0.492602646,0.622293378,0.990364873
NFATC2IP,92.48083228,0.193427545,0.412177451,0.469282211,0.638867929,0.990364873
NFATC3,89.78343901,-0.19374684,0.558100522,-0.34715402,0.728475612,0.990364873
NFATC4,7.793565298,0.276756794,1.233103631,0.224439201,0.82241557,0.996317104
NFE2L1,218.1248673,0.384253798,0.333429748,1.152428062,0.249145215,0.990364873
NFE2L2,303.3010579,0.327358248,0.28833064,1.13535713,0.256225714,0.990364873
NFE2L3,44.34881907,-0.096457021,0.680094507,-0.141828849,0.887215196,0.996317104
NFIA,279.6382941,0.245721976,0.397953877,0.617463456,0.536929078,0.990364873
NFIA-AS2,0.284258661,-1.483217254,5.990220764,-0.247606443,0.804438925,0.996317104
NFIB,187.9227797,0.048435834,0.324114742,0.149440392,0.881206141,0.996317104
NFIC,147.2288643,-0.156208789,0.373861236,-0.417825583,0.676074645,0.990364873
NFIL3,52.84333727,-0.816186998,0.610831844,-1.336189339,0.181487395,0.990364873
NFIX,82.24476459,0.116523323,0.492105142,0.236785421,0.812823263,0.996317104
NFKB1,249.9436881,2.492899705,0.562042686,4.435427708,9.19E-06,0.004473785
NFKB2,88.08103409,0.053393651,0.462881742,0.115350523,0.908167294,0.996317104
NFKBIA,206.1683091,-0.151528257,0.425686046,-0.355962472,0.72186867,0.990364873
NFKBIB,245.4371684,0.574033506,0.353106093,1.625668652,0.104020162,0.921701525
NFKBID,37.77047771,-0.711854612,0.662952794,-1.07376365,0.282928626,0.990364873
NFKBIE,37.2702191,1.229672527,0.619508274,1.984917038,0.047153702,0.754375485
NFKBIL1,9.195029517,0.218399835,0.975803589,0.223815364,0.822900975,0.996317104
NFKBIZ,89.50728076,-0.354839909,0.420891758,-0.843066899,0.39919103,0.990364873
NFRKB,34.39453054,0.710543228,0.591718138,1.200813669,0.229823488,0.990364873
NFS1,64.6242056,-0.173768961,0.572873791,-0.303328523,0.761639511,0.995152981
NFU1,184.082027,0.048662567,0.324717497,0.149861241,0.880874091,0.996317104
NFX1,118.2280774,0.251475915,0.396409007,0.634384967,0.525829618,0.990364873
NFXL1,37.9508565,-0.105210273,0.616995267,-0.170520389,0.864600901,0.996317104
NFYA,48.57143774,0.380156593,0.56014412,0.678676397,0.497342925,0.990364873
NFYB,86.36064963,-0.812695042,0.478357279,-1.698928975,0.089332567,0.900524263
NFYC,162.080813,-0.041623847,0.367292232,-0.113326239,0.909771915,0.996317104
NFYC-AS1,2.500344633,4.715652527,2.671869045,1.764926517,0.077576116,0.865325669
NGDN,193.4557884,-0.121089497,0.347394132,-0.348565176,0.727415775,0.990364873
NGEF,16.62917131,0.370956848,0.767901596,0.483078626,0.62903991,0.990364873
NGF,0.406371284,3.254029146,6.082330231,0.534997118,0.59265185,0.990364873
NGFR,4.598268066,1.837850528,1.644992984,1.117239129,0.263892094,0.990364873
NGLY1,77.56973255,0.240190241,0.503292374,0.477237991,0.633192661,0.990364873
NGRN,213.8309569,-0.236832191,0.306400232,-0.77295043,0.439551717,0.990364873
NHEJ1,39.76592296,0.21197642,0.699248636,0.30314885,0.761776428,0.995217295
NHLH1,0.975375974,3.258400305,4.40877474,0.739071624,0.459863507,0.990364873
NHLRC1,5.222526307,-0.97543115,1.48214348,-0.658121945,0.510459776,0.990364873
NHLRC2,55.78323735,1.208685024,0.550024365,2.197511786,0.027983916,0.622829967
NHLRC3,36.50274229,0.08117192,0.596669563,0.136041664,0.891788344,0.996317104
NHLRC4,0.266683698,2.022079212,6.120206177,0.330393969,0.741102298,0.990364873
NHP2,333.8385822,-0.167121119,0.335751859,-0.49775188,0.618658936,0.990364873
NHS,60.6844148,0.816301984,0.529666094,1.541163373,0.123277029,0.953914264
NHSL1,194.5684662,0.357941918,0.353608638,1.01225445,0.311416408,0.990364873
NICN1,14.62232934,-0.21740932,0.987761888,-0.220102965,0.825790966,0.996317104
NID1,5.831293653,-2.876158323,2.075111478,-1.386025933,0.165738985,0.990364873
NID2,0.214303169,1.646804898,5.996590972,0.274623516,0.783605497,0.996317104
NIF3L1,40.66249419,0.526286597,0.733406531,0.717591915,0.473008944,0.990364873
NIFK,124.1343067,-0.39196868,0.376479492,-1.041142184,0.297809564,0.990364873
NIFK-AS1,15.49576149,0.176131355,1.197766223,0.147049859,0.883092666,0.996317104
NIM1K,2.560579771,2.197309657,3.125779742,0.702963689,0.482078379,0.990364873
NIN,80.84617331,-0.652280562,0.46966365,-1.388824881,0.164886007,0.990364873
NINJ1,119.7659309,0.675331219,0.480417467,1.405717455,0.159808042,0.990364873
NINJ2,7.022797683,0.578179402,1.320442745,0.437867832,0.661482096,0.990364873
NINL,2.24043379,-2.663161798,2.556314391,-1.041797444,0.2975056,0.990364873
NIP7,189.8850067,0.03084518,0.338140236,0.091220082,0.927317718,0.996317104
NIPA1,78.80744574,0.001466847,0.43891078,0.003342016,0.997333462,0.998609745
NIPA2,454.1321576,-0.093848945,0.236291829,-0.397173889,0.691239236,0.990364873
NIPAL1,90.11200467,-0.026883955,0.438949079,-0.061246181,0.951163151,0.996317104
NIPAL2,53.11340964,-0.272321882,0.573975445,-0.474448662,0.635179999,0.990364873
NIPAL3,93.09453311,0.107099304,0.520480642,0.205770005,0.836970572,0.996317104
NIPAL4,0.106293103,2.022092219,6.120206177,0.330396095,0.741100692,0.990364873
NIPBL,173.7954648,-0.353852061,0.375950086,-0.941220855,0.346591691,0.990364873
NIPBL-AS1,12.75927147,-0.279164879,1.189047943,-0.234780171,0.814379359,0.996317104
NIPSNAP1,735.3573092,-0.531748328,0.277576226,-1.915683975,0.055405333,0.779365556
NIPSNAP3A,68.8937896,-0.08783789,0.415639214,-0.211332058,0.832628169,0.996317104
NIPSNAP3B,0.592533276,2.022104582,4.615392196,0.43812194,0.661297891,0.990364873
NISCH,85.50824369,-1.500417877,0.483308052,-3.104475234,0.001906169,0.171688628
NIT1,42.09926244,0.749372709,0.71352967,1.050233426,0.293610805,0.990364873
NIT2,127.7335923,0.240281452,0.379827835,0.632606222,0.526990823,0.990364873
NKAIN3,2.660701361,2.586161596,1.955053349,1.322808709,0.185899,0.990364873
NKAP,83.63053346,0.454090698,0.3979548,1.141060992,0.253844543,0.990364873
NKAPP1,2.08204741,0.356059723,2.138796816,0.166476647,0.867781859,0.996317104
NKD1,4.164093413,6.449515515,2.436794149,2.646721521,0.008127625,0.359732291
NKD2,10.30895474,-2.398885055,1.909472792,-1.256307534,0.209004491,0.990364873
NKILA,1.101802532,-1.168106205,4.939489564,-0.236483181,0.813057757,0.996317104
NKIRAS1,31.3200274,-0.757070565,0.682721312,-1.108901322,0.267472753,0.990364873
NKIRAS2,102.9875443,-0.096384013,0.357923086,-0.269286941,0.787708881,0.996317104
NKPD1,0.133422272,2.0220917,6.120206177,0.33039601,0.741100756,0.990364873
NKRF,45.75470436,0.62010914,0.59724747,1.038278387,0.299140468,0.990364873
NKTR,118.6952584,0.131847731,0.451233156,0.292194244,0.770138112,0.99576093
NKX2-1,1.565461021,1.008980668,2.489959999,0.405219629,0.685316077,0.990364873
NKX2-2,3.734970579,6.260977698,5.979296169,1.047109479,0.295049088,0.990364873
NKX2-8,0.078730349,0.360573438,6.095482499,0.059154208,0.952829283,0.996317104
NKX3-1,20.64570862,6.471523533,1.277876181,5.064280585,4.10E-07,0.000381676
NKX6-3,0.099075142,2.022093532,6.120206177,0.330396309,0.74110053,0.990364873
NLE1,14.19828716,-0.852437031,1.159244777,-0.735338255,0.462133516,0.990364873
NLGN2,22.49939594,0.964664169,1.244964877,0.774852517,0.438426812,0.990364873
NLGN3,0.51522081,2.022009322,6.120206177,0.33038255,0.741110925,0.990364873
NLGN4Y,0.066050095,2.022104489,6.120206177,0.330398099,0.741099177,0.990364873
NLGN4Y-AS1,0.819600056,5.783071338,5.991498483,0.965212852,0.334438211,0.990364873
NLK,32.120106,-0.632178833,0.737016513,-0.857753961,0.391028337,0.990364873
NLN,442.1901418,-0.281934434,0.318922639,-0.884021389,0.376684667,0.990364873
NLRC3,0.214600895,3.254093483,6.082330231,0.535007696,0.592644536,0.990364873
NLRC5,5.103795622,1.936510346,1.647418395,1.175481803,0.239802013,0.990364873
NLRP1,0.206730439,-0.172108641,6.052303851,-0.028436881,0.97731371,0.996317104
NLRP12,0.600311419,3.850988477,5.04058452,0.76399641,0.444869382,0.990364873
NLRP3,0.780534749,2.021949336,6.120206177,0.330372749,0.74111833,0.990364873
NLRP6,0.233500311,-0.251140505,5.95151622,-0.042197735,0.966341068,0.996317104
NLRX1,54.57439262,0.722622597,0.718526479,1.00570072,0.314559557,0.990364873
NMB,31.78236765,-0.554342788,0.729563749,-0.759827759,0.447357548,0.990364873
NMD3,370.7619466,0.075855796,0.291018004,0.260656712,0.794357251,0.996317104
NME1,328.3088075,-0.134688219,0.305152172,-0.441380502,0.658937555,0.990364873
NME1-NME2,0.093297705,2.022117222,6.120206177,0.33040018,0.741097606,0.990364873
NME2,43.0427533,0.271895858,0.711712738,0.382030338,0.702438862,0.990364873
NME3,90.59960452,-1.021821643,0.523291841,-1.952680248,0.050857496,0.765907424
NME4,602.6056785,-0.91762346,0.327333231,-2.803331201,0.00505777,0.300686324
NME5,9.252725292,0.577453386,1.062445079,0.543513634,0.586776206,0.990364873
NME6,26.78388526,0.201213742,0.625831625,0.32151418,0.747820768,0.992137525
NME7,22.44583552,1.02117467,0.793435903,1.287028564,0.198084332,0.990364873
NMI,88.20186305,0.104383563,0.459286154,0.22727348,0.820211093,0.996317104
NMNAT1,53.84434252,0.039853998,0.553792908,0.071965527,0.942629342,0.996317104
NMNAT2,0.542414198,-2.443621654,5.969671266,-0.4093394,0.682290605,0.990364873
NMNAT3,10.36315555,-3.273952563,1.700292701,-1.925522918,0.054163972,0.774353482
NMRAL1,99.75574413,0.395072038,0.492492843,0.802188384,0.422443995,0.990364873
NMRK1,29.30644025,0.819311976,0.776460851,1.055187747,0.291339467,0.990364873
NMT1,123.383078,0.421873228,0.324554138,1.299854721,0.193650766,0.990364873
NMT2,24.33210298,0.604613194,0.69798059,0.866232102,0.386362892,0.990364873
NMU,442.2479634,-0.655457005,0.323850706,-2.023948052,0.042975497,0.735894111
NMUR1,0.219378733,1.887392738,6.071655401,0.310853073,0.755912321,0.993774676
NMUR2,358.3574209,-0.773760243,0.312827999,-2.473436666,0.013382052,0.450885782
NNT,70.07068309,-0.056260402,0.435709341,-0.1291237,0.897259769,0.996317104
NNT-AS1,18.71643496,1.036783843,0.85774288,1.208735003,0.226764669,0.990364873
NOA1,87.11121983,-0.178869519,0.410443305,-0.435795925,0.662984801,0.990364873
NOB1,115.9401847,0.148200637,0.345913483,0.428432671,0.668336142,0.990364873
NOC2L,12.592368,1.232641164,1.030517443,1.196138089,0.231642676,0.990364873
NOC2LP2,1.988446078,1.667021574,2.512859569,0.663396234,0.507076817,0.990364873
NOC3L,33.67672925,-0.414477446,0.730982005,-0.567014569,0.570704284,0.990364873
NOC4L,39.28590416,1.18583843,0.676689121,1.752412435,0.079702915,0.869532307
NOCT,2.060397926,0.556351923,2.196570554,0.253282064,0.800050255,0.996317104
NOD1,4.195753757,0.214880402,1.552763192,0.138385816,0.889935506,0.996317104
NOD2,0.977932953,-1.967881848,5.410910678,-0.363687735,0.716091203,0.990364873
NOL10,76.52951797,0.077341751,0.486027497,0.159130403,0.873566135,0.996317104
NOL11,101.4046759,-0.389412957,0.43625146,-0.892634164,0.372053117,0.990364873
NOL12,89.01559265,-0.442365993,0.426979773,-1.036035009,0.30018581,0.990364873
NOL3,11.76157446,-0.838264754,1.11001011,-0.755186594,0.450137032,0.990364873
NOL4,1.663868059,1.141333677,2.932312456,0.389226487,0.697108611,0.990364873
NOL4L,82.35248584,-0.236225644,0.456658068,-0.517292171,0.604952219,0.990364873
NOL6,44.16067028,-0.128472748,0.562673372,-0.228325622,0.819393107,0.996317104
NOL7,260.4299953,-0.381528931,0.319769114,-1.193138782,0.232815025,0.990364873
NOL8,76.95354613,0.056828119,0.446387349,0.127306742,0.898697624,0.996317104
NOL9,130.74624,0.659148529,0.452937955,1.455273336,0.145593605,0.990364873
NOLC1,270.6401255,-0.179021986,0.328834575,-0.544413512,0.58615695,0.990364873
NOM1,22.52449556,-0.129241888,0.765515157,-0.168829953,0.865930398,0.996317104
NOMO1,1.030307077,4.116936426,3.604498682,1.142166162,0.253384958,0.990364873
NONO,1363.89817,0.001445967,0.226973064,0.006370653,0.994916989,0.998075103
NOP10,975.683283,-0.336236078,0.251172553,-1.338665686,0.180679532,0.990364873
NOP14,98.93136513,-0.593174602,0.568272056,-1.043821522,0.296567972,0.990364873
NOP14-AS1,36.50609168,-0.687266334,0.721152006,-0.953011748,0.340584118,0.990364873
NOP16,104.1125791,-0.68228558,0.449797409,-1.516873076,0.129298732,0.965661938
NOP2,162.154461,0.121182577,0.423153925,0.286379424,0.774587532,0.99576093
NOP56,391.0681631,0.092991362,0.332740368,0.279471237,0.779883208,0.996275201
NOP58,526.0227056,0.232507206,0.297029366,0.782775148,0.433759164,0.990364873
NOP9,231.5042405,-0.368775432,0.301395211,-1.223561022,0.221117871,0.990364873
NORAD,354.054033,-0.059257358,0.2341582,-0.253065482,0.800217612,0.996317104
NOS1,0.416851915,2.021969092,6.120206177,0.330375976,0.741115891,0.990364873
NOS1AP,10.90848693,0.056876236,1.098726167,0.051765615,0.958715454,0.996317104
NOS2,19.1078309,-0.275757248,0.964225211,-0.285988424,0.774886988,0.99576093
NOS3,1.135868539,-3.107496178,4.145518097,-0.749603814,0.453493353,0.990364873
NOSIP,122.941831,0.002856369,0.392853784,0.007270819,0.994198777,0.998005667
NOSTRIN,53.13648749,-0.430757247,0.607349226,-0.709241452,0.478174654,0.990364873
NOTCH1,34.85592867,1.027752205,0.640050539,1.605736019,0.108331924,0.932221659
NOTCH2,31.45068868,0.165021411,0.59499642,0.277348578,0.781512462,0.996317104
NOTCH2NL,7.670875483,0.793564282,1.322298527,0.600140033,0.548412914,0.990364873
NOTCH3,15.39811988,0.486767382,0.934130305,0.521091521,0.602303017,0.990364873
NOTCH4,2.035442128,5.694210758,3.494857191,1.629311427,0.103247108,0.921701525
NOTUM,1.198351856,4.865443135,4.074982358,1.193978945,0.232486204,0.990364873
NOV,2.695947769,0.627808492,2.671790653,0.234976678,0.814226835,0.996317104
NOVA1,0.089466376,2.022107374,6.120206177,0.330398571,0.741098821,0.990364873
NOX1,178.9117851,1.178580743,0.427054817,2.759787963,0.005783889,0.310773635
NOX4,0.559436892,1.886355414,4.301768923,0.438506914,0.661018859,0.990364873
NOXA1,14.21176084,0.329226381,0.808994546,0.406957479,0.684039219,0.990364873
NOXO1,8.380259121,2.196925325,1.312650579,1.673655853,0.094198255,0.904583
NOXRED1,0.983434384,0.555809616,4.147771419,0.134001988,0.893401002,0.996317104
NPAP1,0.888022403,0.67365888,3.622952834,0.185941941,0.852490292,0.996317104
NPAS1,1.452245627,3.787601962,3.494643734,1.083830642,0.278439896,0.990364873
NPAS2,205.9132869,-0.290934249,0.321988723,-0.903554157,0.366231859,0.990364873
NPAS3,0.526962143,2.182921698,5.879049344,0.371305218,0.710410212,0.990364873
NPAT,30.78648776,-0.123964478,0.852834918,-0.145355773,0.884429982,0.996317104
NPB,0.062683955,2.022099703,6.120206178,0.330397317,0.741099768,0.990364873
NPC1,55.79618122,-0.637874658,0.469981398,-1.357233842,0.174706921,0.990364873
NPC1L1,0.798942241,-2.161397233,4.861793227,-0.444567906,0.656632045,0.990364873
NPC2,692.3470565,0.239661677,0.271912805,0.881391657,0.378105872,0.990364873
NPDC1,94.60684933,1.709938537,0.521157001,3.28104301,0.00103424,0.120519051
NPEPPS,522.3745596,-0.640607441,0.346752403,-1.847449173,0.064682068,0.819973804
NPFF,4.459076479,-2.579822871,1.671670255,-1.543260619,0.122767555,0.953914264
NPHP1,4.663261258,-1.136104177,2.100005736,-0.541000511,0.58850723,0.990364873
NPHP3,38.73058019,-0.942193008,0.609271528,-1.546425469,0.122001847,0.953080302
NPHP4,6.489358473,-0.446727825,1.437047022,-0.310865141,0.755903146,0.993774676
NPHS1,0.178372925,3.254099612,6.082330231,0.535008704,0.592643839,0.990364873
NPHS2,0.127912056,2.022088762,6.120206177,0.33039553,0.741101119,0.990364873
NPIPA1,0.143350904,-0.172106203,6.052304025,-0.028436477,0.977314032,0.996317104
NPIPA5,1.431397537,-1.761936353,3.329499819,-0.529189503,0.596673998,0.990364873
NPIPB15,1.853552523,-1.43909457,2.442810538,-0.589114279,0.555784615,0.990364873
NPIPB3,0.118691699,0.360526521,6.095480453,0.059146531,0.952835397,0.996317104
NPL,9.884125062,-0.188272464,1.246397497,-0.151053307,0.879933666,0.996317104
NPLOC4,164.7722298,0.073631458,0.409654413,0.179740426,0.857356355,0.996317104
NPM1,1455.946463,-0.110493578,0.209392031,-0.527687598,0.597716183,0.990364873
NPM2,1.888250791,2.022147392,3.595042091,0.562482258,0.573787488,0.990364873
NPM3,79.1974979,-1.167401124,0.692548049,-1.685660839,0.091861144,0.902710081
NPNT,176.6442726,-0.451639172,0.315229599,-1.432730852,0.151934769,0.990364873
NPPA-AS1,0.163524154,0.655365953,6.109599396,0.107268237,0.914576183,0.996317104
NPPB,0.90795692,-2.479295333,5.969139448,-0.415352222,0.677884077,0.990364873
NPPC,0.157253733,2.022074318,6.120206177,0.33039317,0.741102902,0.990364873
NPR2,19.92189357,0.183798588,0.941844376,0.195147513,0.845277468,0.996317104
NPRL2,52.57844328,0.922543577,0.567439678,1.625800261,0.103992153,0.921701525
NPRL3,44.27993434,0.774219661,0.708631959,1.092555383,0.274589061,0.990364873
NPSR1,3.128700007,-2.278463495,2.509697301,-0.907863866,0.36395015,0.990364873
NPSR1-AS1,8.134814801,-2.531206652,2.029519147,-1.247195256,0.212325912,0.990364873
NPTN,343.1284749,-0.627430113,0.29058638,-2.159186239,0.030835721,0.643655483
NPTN-IT1,28.56602802,1.666579895,0.76793117,2.170220405,0.029990153,0.635579549
NPTX1,0.179540366,0.360527229,6.095480484,0.059146646,0.952835305,0.996317104
NPTX2,3.190088901,4.364358806,2.720880934,1.604024179,0.108708723,0.932221659
NPTXR,6.37471006,-1.273712856,2.048285495,-0.621843419,0.534044833,0.990364873
NPW,1.221911479,0.640539958,3.304918016,0.193814175,0.846321388,0.996317104
NPY1R,0.977143068,0.652502122,5.009992087,0.13024015,0.89637643,0.996317104
NPY5R,0.680079625,5.633923216,5.996184922,0.939584634,0.347430661,0.990364873
NQO1,2359.281413,0.262199157,0.197347348,1.328617586,0.183974167,0.990364873
NQO2,101.5170628,-0.112612442,0.425641319,-0.264571218,0.791339795,0.996317104
NR0B1,0.063956028,2.022107397,6.120206177,0.330398574,0.741098819,0.990364873
NR0B2,24.33354451,0.702218312,0.66097017,1.062405452,0.28805166,0.990364873
NR1D1,39.93725353,0.361360462,0.543434281,0.664957061,0.506077957,0.990364873
NR1D2,11.11764055,-0.529613705,1.124700751,-0.470892995,0.637717151,0.990364873
NR1H2,205.2984096,0.197440469,0.470692677,0.4194679,0.67487421,0.990364873
NR1H3,75.67425071,1.105845911,0.399964887,2.764857486,0.005694767,0.310773635
NR1H4,41.48450554,0.122640559,0.508954916,0.240965467,0.809581881,0.996317104
NR1I2,66.21994574,0.671336481,0.489432258,1.37166374,0.170168141,0.990364873
NR2C1,107.2696768,0.262658542,0.418361187,0.627827222,0.530117131,0.990364873
NR2C2,13.47441163,-2.072338934,1.308610015,-1.583618427,0.113280578,0.936188244
NR2C2AP,17.33693729,0.063390028,0.902704714,0.07022233,0.944016702,0.996317104
NR2E3,0.059644251,2.022115069,6.120206177,0.330399828,0.741097871,0.990364873
NR2F1,0.513338712,0.556653438,5.908387639,0.094214102,0.924939082,0.996317104
NR2F1-AS1,0.56406358,-0.173864164,5.798094663,-0.029986431,0.976077875,0.996317104
NR2F2,197.3391424,-0.00400719,0.319486105,-0.012542611,0.989992707,0.99641976
NR2F2-AS1,0.118800897,2.022099516,6.120206177,0.330397287,0.741099791,0.990364873
NR2F6,119.5325681,0.25056277,0.348306852,0.719373646,0.47191073,0.990364873
NR3C1,129.1437491,0.465418575,0.490049541,0.949737804,0.342245496,0.990364873
NR3C2,41.22466428,0.290371245,0.697406881,0.416358446,0.677147731,0.990364873
NR4A1,46.59022181,-0.25789913,0.892971556,-0.288810016,0.772726767,0.99576093
NR4A2,41.40219446,0.688032884,0.821905207,0.83711951,0.402525395,0.990364873
NR4A3,0.373370052,-0.172170302,6.052299434,-0.028447089,0.977305568,0.996317104
NR5A1,0.080103946,2.022101673,6.120206177,0.330397639,0.741099525,0.990364873
NR5A2,50.02853361,0.125474543,0.695034544,0.180529938,0.856736554,0.996317104
NR6A1,22.43983333,0.033211666,0.969069541,0.034271705,0.972660487,0.996317104
NRADDP,0.166791532,-0.75120752,6.018020715,-0.124826343,0.900661032,0.996317104
NRAP,0.131535172,-0.673232414,6.021887641,-0.111797571,0.910983913,0.996317104
NRARP,91.01456403,0.661989548,0.387016928,1.710492489,0.087174841,0.896328533
NRAS,211.4269063,-0.601659801,0.323160616,-1.861798038,0.062631563,0.810520818
NRAV,9.777470667,-1.127956372,1.133485585,-0.995121937,0.319676962,0.990364873
NRBF2,53.2423579,0.042973433,0.46546427,0.092323806,0.926440775,0.996317104
NRBP1,204.7965028,0.370361221,0.351355698,1.054091972,0.291840811,0.990364873
NRBP2,60.42529388,-0.212475858,0.627954048,-0.338362112,0.735090323,0.990364873
NRCAM,28.77484974,-0.685565738,0.738274629,-0.928605306,0.353093671,0.990364873
NRDC,261.8835608,0.330585925,0.282486194,1.170272858,0.241891181,0.990364873
NRDE2,48.67035403,-0.47990929,0.659099068,-0.728129219,0.466534489,0.990364873
NREP,9.267095045,-3.556820762,1.833117181,-1.940312817,0.052341685,0.769427178
NRF1,20.61093853,-1.044837994,0.798549802,-1.308419327,0.190731121,0.990364873
NRG1,0.521672921,2.47440142,6.012208082,0.411562838,0.680659875,0.990364873
NRG3-AS1,0.281131489,2.022094883,6.120206177,0.33039653,0.741100363,0.990364873
NRGN,16.53684388,1.795439436,0.902486703,1.989435887,0.046653112,0.752380623
NRIP1,148.5901166,-0.008707027,0.345700108,-0.025186648,0.979906087,0.99641976
NRIP3,2.048214623,1.678292714,3.497918012,0.479797613,0.63137131,0.990364873
NRIR,0.579524944,4.36623227,6.054441573,0.721161847,0.470809942,0.990364873
NRL,3.713881899,-1.247489789,4.946855523,-0.252178335,0.800903223,0.996317104
NRM,59.88559589,-1.609580105,0.877972912,-1.833291305,0.066759262,0.829582693
NRN1L,0.095545785,2.022081017,6.120206177,0.330394264,0.741102075,0.990364873
NRP1,23.10457934,0.793471472,0.781482928,1.015340763,0.30994342,0.990364873
NRP2,20.32626698,-1.359409702,1.097686022,-1.238432189,0.215555852,0.990364873
NRSN1,0.125275719,2.022091095,6.120206177,0.330395911,0.741100831,0.990364873
NRSN2,11.99525473,1.085225363,1.112794589,0.975225233,0.329448548,0.990364873
NRSN2-AS1,9.867923482,0.828247476,1.491996726,0.555126872,0.578807884,0.990364873
NRTN,6.126093966,3.284747743,2.288412249,1.435382871,0.151178024,0.990364873
NRXN1,1.467072837,5.668090918,4.123789377,1.374486037,0.169290842,0.990364873
NRXN3,1.810225277,3.480285825,2.571811986,1.353242711,0.175978104,0.990364873
NSA2,583.669266,-0.082543544,0.240739718,-0.342874641,0.73169277,0.990364873
NSD1,88.87542954,-0.132597211,0.621598735,-0.213316411,0.831080174,0.996317104
NSDHL,233.1599523,-0.079729914,0.366497217,-0.217545756,0.827783053,0.996317104
NSF,219.531385,-0.319890091,0.315845658,-1.012805093,0.311153267,0.990364873
NSFL1C,361.3810354,0.150328805,0.289100008,0.519988935,0.603071287,0.990364873
NSG1,0.685086743,-0.185959506,4.587849306,-0.040533046,0.967668162,0.996317104
NSL1,86.17632565,1.030192635,0.45375387,2.270377631,0.023184681,0.578899945
NSMAF,42.26283692,0.301542097,0.661042164,0.456161669,0.648273727,0.990364873
NSMCE1,359.658264,-0.15281709,0.329312334,-0.464049095,0.642612572,0.990364873
NSMCE2,66.17177049,-0.257430051,0.472962694,-0.544292508,0.586240202,0.990364873
NSMCE3,60.37422247,0.228725579,0.46958355,0.487081754,0.626200396,0.990364873
NSMCE4A,98.81276493,-0.023092677,0.445834085,-0.051796571,0.958690788,0.996317104
NSMF,41.75753388,-0.800930032,0.699116481,-1.145631743,0.251947557,0.990364873
NSRP1,150.3323918,0.610180497,0.501733399,1.216144866,0.223929742,0.990364873
NSUN2,110.3044242,-0.30157841,0.394074268,-0.765283182,0.444102937,0.990364873
NSUN3,15.93974857,-2.040235155,1.071794068,-1.903570114,0.056966194,0.784175522
NSUN4,39.63196948,-0.133427467,0.640353738,-0.208365251,0.834943787,0.996317104
NSUN5,11.21003549,-0.004031078,1.046920337,-0.003850415,0.996927821,0.998579928
NSUN5P1,0.136323978,-0.172103916,6.052304189,-0.028436098,0.977314334,0.996317104
NSUN5P2,2.385687373,-2.545290451,2.233868454,-1.139409282,0.254532486,0.990364873
NSUN6,23.12031467,0.030285148,0.814912988,0.037163658,0.970354515,0.996317104
NSUN7,15.08084287,-1.765766875,1.101836156,-1.602567555,0.109030162,0.932221659
NT5C,74.82030582,-0.050259686,0.569689068,-0.088223013,0.929699427,0.996317104
NT5C2,336.2412401,-0.195197918,0.308206054,-0.633335766,0.526514402,0.990364873
NT5C3A,271.9513479,0.44857061,0.343822891,1.304656034,0.192009999,0.990364873
NT5C3B,41.94155515,0.207818866,0.565374527,0.367577343,0.713188411,0.990364873
NT5DC1,196.7142635,-0.183189561,0.401412557,-0.456362308,0.648129465,0.990364873
NT5DC2,146.8857063,-1.303825358,0.482744507,-2.700860058,0.006916043,0.332228272
NT5DC3,22.34800964,0.850602826,0.948656007,0.896639899,0.369911101,0.990364873
NT5E,243.1255471,0.113891388,0.341613286,0.333392737,0.738837845,0.990364873
NT5M,2.290671959,-0.616183442,2.865141839,-0.215062108,0.829718896,0.996317104
NTAN1,20.56567707,-0.746483529,0.826984198,-0.902657548,0.366707674,0.990364873
NTF3,1.461585112,2.56391157,3.064153743,0.836743775,0.402736608,0.990364873
NTF4,0.106049301,2.022096066,6.120206177,0.330396723,0.741100217,0.990364873
NTHL1,35.86735138,-1.187289453,0.841569673,-1.410803516,0.158302557,0.990364873
NTM,0.234708103,-0.751204941,6.018020839,-0.124825912,0.900661373,0.996317104
NTMT1,12.42216226,-0.334120163,1.186626376,-0.281571495,0.7782721,0.99576093
NTN1,2.592449731,0.234646595,1.793787014,0.130810733,0.895925032,0.996317104
NTN4,20.54562682,-0.488610055,0.762909711,-0.640455939,0.521876225,0.990364873
NTN5,0.091378463,2.022092789,6.120206178,0.330396188,0.741100622,0.990364873
NTNG2,0.286113997,0.655323722,6.109597183,0.107261363,0.914581635,0.996317104
NTPCR,130.0810454,-0.09445215,0.32973642,-0.286447431,0.774535451,0.99576093
