Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ETAA1,19.59344766,-0.681577244,0.860027203,-0.792506612,0.428065338,0.990364873
ETF1,328.2788144,-0.391086018,0.286170774,-1.366617606,0.171745196,0.990364873
ETFA,399.8576916,0.037184295,0.329295814,0.112920642,0.910093471,0.996317104
ETFB,300.3260135,0.558098442,0.301811817,1.849160341,0.064434663,0.818356518
ETFBKMT,5.355411191,-2.633103088,2.146320145,-1.226798851,0.219898203,0.990364873
ETFDH,53.29914304,-0.244480823,0.516357489,-0.47347202,0.635876459,0.990364873
ETHE1,1489.026741,0.52591899,0.211021074,2.492258141,0.012693375,0.446331686
ETNK1,408.1472494,-0.23361939,0.219181577,-1.065871469,0.286481748,0.990364873
ETNK2,2.013247771,3.924445573,2.945113621,1.332527732,0.182686835,0.990364873
ETS1,33.15552937,0.139763524,0.824104025,0.169594516,0.865329035,0.996317104
ETS2,504.8528825,-0.057822287,0.226808197,-0.254939139,0.798770106,0.996317104
ETV1,9.994480052,-0.706269433,1.544479042,-0.457286511,0.647465124,0.990364873
ETV2,3.47677487,-1.075094323,2.061805159,-0.521433521,0.602064805,0.990364873
ETV3,0.640373389,-0.757805009,4.923373293,-0.153919876,0.877672912,0.996317104
ETV4,39.57375772,0.3194816,0.684519293,0.466724025,0.640697339,0.990364873
ETV5,35.89289091,1.83595788,0.730834085,2.512140466,0.012000131,0.437591833
ETV6,345.1184517,0.236549233,0.331730134,0.713077315,0.475797916,0.990364873
ETV7,16.37959925,0.862126794,1.321614719,0.652328384,0.514189353,0.990364873
EVA1A,12.36967582,-3.261836341,1.554174061,-2.098758706,0.035838177,0.679996964
EVA1B,20.62460268,1.572973004,0.907642937,1.733030623,0.083090226,0.88303018
EVA1C,6.055666622,-2.072378701,1.947780023,-1.063969584,0.287342478,0.990364873
EVADR,0.883337684,-2.479314148,5.969139171,-0.415355393,0.677881756,0.990364873
EVC2,0.228907981,1.88739309,6.07165542,0.31085313,0.755912277,0.993774676
EVI2A,0.517520513,2.022078482,6.120206177,0.33039385,0.741102388,0.990364873
EVI2B,48.6007732,-0.719573758,0.82168664,-0.875727708,0.381178078,0.990364873
EVI5,86.09908399,-0.440377011,0.459518236,-0.958345015,0.337888812,0.990364873
EVI5L,23.81253567,-0.760479029,0.861986726,-0.882239837,0.377647123,0.990364873
EVL,5.308881976,-0.607960022,1.868164991,-0.325431653,0.744854402,0.991334009
EVPL,87.31491294,0.584181326,0.442385622,1.320525119,0.186659755,0.990364873
EVPLL,0.908634405,1.047004014,3.325923124,0.314801027,0.752912732,0.993774676
EVX1,2.931761394,-0.834284744,1.972399955,-0.422979499,0.672310219,0.990364873
EWSR1,433.1108632,0.200160204,0.23282873,0.859688596,0.389960723,0.990364873
EXD1,0.337298089,4.2171141,6.057103318,0.696226212,0.486287175,0.990364873
EXD2,125.4750362,0.048090945,0.554871976,0.086670344,0.93093355,0.996317104
EXD3,16.29626022,-0.273887161,0.901333804,-0.303868733,0.7612279,0.995001774
EXO1,14.31238531,-0.274097348,1.525864366,-0.17963415,0.857439793,0.996317104
EXO5,17.61269244,0.074975236,0.92995187,0.080622706,0.935742008,0.996317104
EXOC1,135.2182821,0.06120569,0.554595942,0.110360869,0.912123185,0.996317104
EXOC2,87.52995201,-0.327172474,0.481445484,-0.679562868,0.496781288,0.990364873
EXOC3,33.71576335,-0.141374786,0.606846973,-0.232966122,0.815787712,0.996317104
EXOC3-AS1,7.734038691,-2.441058607,1.715461002,-1.422975284,0.15474332,0.990364873
EXOC3L1,0.630618102,5.461064725,6.002234769,0.909838574,0.362907648,0.990364873
EXOC3L2,0.445009124,0.654236258,5.604828245,0.116727263,0.907076186,0.996317104
EXOC3L4,4.516717512,-0.632513814,1.821009788,-0.347342347,0.72833414,0.990364873
EXOC4,48.62524694,-0.330767033,0.503681252,-0.656699116,0.511374403,0.990364873
EXOC5,124.7631017,-0.429372545,0.438528425,-0.979121354,0.327520022,0.990364873
EXOC6,163.8954178,-0.010552306,0.425983496,-0.024771631,0.980237119,0.99641976
EXOC6B,301.1687675,0.239871573,0.372545395,0.643872066,0.519658397,0.990364873
EXOC7,33.14260188,-0.257459571,0.701856146,-0.366826696,0.713748294,0.990364873
EXOC8,29.49676715,0.408588725,0.667375426,0.612232199,0.540384141,0.990364873
EXOG,24.01516404,-0.784896651,1.009862884,-0.777230912,0.437022547,0.990364873
EXOSC1,119.3652945,0.19316681,0.384962786,0.501780475,0.615821949,0.990364873
EXOSC10,145.2221583,0.03661911,0.339644253,0.107816074,0.914141592,0.996317104
EXOSC2,32.56471917,0.068951231,0.819457396,0.084142545,0.932943098,0.996317104
EXOSC3,84.39078612,-0.244632387,0.42022291,-0.582149094,0.560466259,0.990364873
EXOSC4,151.4773176,-0.02905556,0.406507967,-0.071475991,0.943018932,0.996317104
EXOSC5,53.4941271,-0.740394438,0.618205919,-1.197650193,0.231053227,0.990364873
EXOSC6,84.46001224,0.776547716,0.53881225,1.441221346,0.14952216,0.990364873
EXOSC7,88.74832203,-0.780540986,0.7155502,-1.090826312,0.275349316,0.990364873
EXOSC8,58.82597603,-0.143265379,0.566972463,-0.252684898,0.800511719,0.996317104
EXOSC9,38.64667377,-0.550645041,0.679021624,-0.810938888,0.417400767,0.990364873
EXPH5,127.9792998,0.022085186,1.08769014,0.020304667,0.983800333,0.99641976
EXT1,204.502183,0.377091992,0.292982541,1.287080079,0.198066378,0.990364873
EXT2,99.02126201,0.214947509,0.416166993,0.516493408,0.605509841,0.990364873
EXTL2,80.61904283,-0.343833923,0.552703595,-0.622094602,0.533879664,0.990364873
EXTL3,57.64729987,0.951085832,0.597822479,1.590916811,0.111628299,0.935289382
EXTL3-AS1,0.193180486,-0.172139172,6.052301664,-0.028441935,0.977309678,0.996317104
EYA1,0.702262614,4.332618012,5.411343095,0.800654835,0.423331496,0.990364873
EYA2,0.848081034,2.247441635,4.37810691,0.513336399,0.607716027,0.990364873
EYA3,64.00871527,-0.043588343,0.477392252,-0.091305091,0.927250173,0.996317104
EYA4,0.099452422,2.022089421,6.120206177,0.330395637,0.741101038,0.990364873
EYS,0.173779244,-0.172116333,6.0523033,-0.028438154,0.977312694,0.996317104
EZH1,110.1229504,0.315024404,0.641093018,0.491386421,0.623153167,0.990364873
EZH2,94.51649278,-0.685518492,0.587369929,-1.167098379,0.243170642,0.990364873
EZR,1088.716812,0.018755603,0.199798781,0.093872461,0.92521047,0.996317104
EZR-AS1,1.206040845,1.839947292,5.345113333,0.3442298,0.730673473,0.990364873
F10,1.674003976,-1.194827524,3.056037672,-0.390972773,0.695817361,0.990364873
F10-AS1,0.062847173,2.02209963,6.120206178,0.330397305,0.741099777,0.990364873
F11,1.261236204,6.478072191,5.97493479,1.084208016,0.278272579,0.990364873
F11-AS1,0.326541968,2.022093918,6.120206177,0.330396372,0.741100482,0.990364873
F11R,378.8935635,-0.023694622,0.272289545,-0.087019949,0.930655655,0.996317104
F12,33.80539664,-1.034968829,0.617989824,-1.674734418,0.093986351,0.904583
F2,0.196760157,-1.262470662,5.997190124,-0.210510362,0.833269365,0.996317104
F2R,2.184489843,-0.845706899,2.046553651,-0.413234659,0.679434697,0.990364873
F2RL1,296.8262579,0.118665303,0.321459935,0.369144923,0.712019706,0.990364873
F2RL2,0.097701674,2.022078488,6.120206177,0.330393851,0.741102387,0.990364873
F2RL3,0.135208653,3.254140499,6.082330231,0.535015426,0.59263919,0.990364873
F3,544.023854,-0.758526426,0.281388689,-2.69565358,0.007025068,0.333349105
F5,54.79950353,0.523835491,0.651076658,0.804568071,0.421068973,0.990364873
F7,1.496190811,2.467274007,4.932250472,0.50023291,0.616911088,0.990364873
F8,1.289200236,0.894143426,3.562745905,0.250970305,0.801837068,0.996317104
FA2H,677.8580386,-0.67864623,0.347418686,-1.953395879,0.050772704,0.765907424
FAAH,60.58272247,0.195841245,0.541484278,0.361674851,0.717595023,0.990364873
FAAH2,12.52591611,0.802567481,1.017548116,0.788726811,0.430271694,0.990364873
FAAHP1,7.959359259,0.583801424,1.091853532,0.534688406,0.59286534,0.990364873
FAAP100,5.307480388,-1.394137321,1.655198005,-0.842278276,0.399632208,0.990364873
FAAP20,55.75385011,0.415650293,0.56064876,0.741373784,0.458466835,0.990364873
FAAP24,3.651083477,-0.173267965,1.663943518,-0.104130917,0.917065456,0.996317104
FABP1,3512.012871,0.8264025,0.286638875,2.883078929,0.003938088,0.263720107
FABP12,0.374841985,2.022087124,6.120206177,0.330395262,0.741101321,0.990364873
FABP2,561.4253522,0.402800928,0.402358636,1.001099248,0.316778829,0.990364873
FABP3,0.497625079,2.022060561,6.120206177,0.330390922,0.7411046,0.990364873
FABP4,0.314761192,2.022074612,6.120206177,0.330393218,0.741102866,0.990364873
FABP5,488.7768032,-0.702970022,0.419001276,-1.677727638,0.093400281,0.904475027
FABP5P3,0.25540373,2.022062158,6.120206177,0.330391183,0.741104403,0.990364873
FABP6,1371.52467,-1.533432101,0.30861357,-4.968777298,6.74E-07,0.000527704
FABP7,0.428855167,3.840943071,6.065116423,0.63328431,0.526547997,0.990364873
FADD,44.56983496,0.31342507,0.570159894,0.549714341,0.582515319,0.990364873
FADS1,483.6930086,-0.143910315,0.242853336,-0.592581174,0.553461481,0.990364873
FADS2,625.0168919,-0.450035583,0.292182077,-1.540257319,0.123497643,0.954250493
FADS3,5.108192812,-0.054533181,1.341774658,-0.040642578,0.96758084,0.996317104
FADS6,15.20924981,-1.323606982,1.033841458,-1.280280426,0.200446529,0.990364873
FAF1,93.06105901,0.296534657,0.402428087,0.736863719,0.461205229,0.990364873
FAF2,228.5186087,0.043617594,0.361202742,0.120756541,0.903883873,0.996317104
FAH,18.20757744,1.017168118,1.009706776,1.007389613,0.313747581,0.990364873
FAHD1,181.9337774,0.049842029,0.278711499,0.178830186,0.858071042,0.996317104
FAHD2A,5.726608355,0.769179324,1.254902781,0.612939374,0.539916428,0.990364873
FAHD2B,4.594671548,-0.709759147,2.104898331,-0.337194028,0.735970639,0.990364873
FAHD2CP,1.072363061,2.022186416,3.391007234,0.596337983,0.550949461,0.990364873
FAIM,35.68251627,-0.444675592,0.757831539,-0.586773668,0.557355724,0.990364873
FAIM2,37.7546887,3.213359071,1.20733957,2.661520545,0.007778859,0.350320931
FAM101B,5.369639572,0.10313998,1.940782909,0.053143491,0.957617579,0.996317104
FAM102A,95.67914692,0.175182591,0.412775311,0.424401816,0.671272797,0.990364873
FAM102B,75.08643359,-0.139081998,0.475571408,-0.292452395,0.769940752,0.99576093
FAM103A1,127.0835781,-0.056572001,0.391288201,-0.144578856,0.885043392,0.996317104
FAM104A,108.1405521,0.285130003,0.330928595,0.861605817,0.388904469,0.990364873
FAM104B,196.5809994,-0.399007299,0.450352625,-0.885988616,0.375623662,0.990364873
FAM105A,31.30249756,0.517973894,0.673252876,0.769360092,0.441679573,0.990364873
FAM106A,1.509729571,0.448416293,2.792442975,0.160582077,0.872422572,0.996317104
FAM107A,0.406743653,-0.673308502,6.021883766,-0.111810279,0.910973837,0.996317104
FAM107B,291.5796424,-0.494463012,0.325850731,-1.517452518,0.129152473,0.965661938
FAM109A,24.63237289,-0.186565143,0.659273886,-0.282985792,0.777187729,0.99576093
FAM109B,34.91259741,-3.556291653,1.006848546,-3.532101889,0.00041227,0.071735825
FAM110A,37.42640242,0.403917636,0.701662585,0.575657937,0.564846412,0.990364873
FAM110B,0.324695517,-0.673303283,6.021884032,-0.111809407,0.910974528,0.996317104
FAM110C,59.69364979,-0.133693163,0.644595057,-0.207406436,0.835692457,0.996317104
FAM111A,62.14207531,-0.140094161,0.528354631,-0.265151762,0.790892553,0.996317104
FAM111B,45.08361499,1.468048558,0.751540008,1.953387102,0.050773743,0.765907424
FAM114A1,313.6109721,-0.610757855,0.284428395,-2.147316745,0.031768074,0.651433538
FAM114A2,75.03252235,0.532305491,0.525972126,1.012041255,0.311518328,0.990364873
FAM117A,27.59938133,-1.300224402,0.947346615,-1.372490682,0.169910738,0.990364873
FAM117B,45.88690165,-0.032756024,0.534324636,-0.0613036,0.951117423,0.996317104
FAM118A,47.12103337,0.128665027,0.647145049,0.198819456,0.842403976,0.996317104
FAM118B,85.06615184,0.304134513,0.587702726,0.517497196,0.604809126,0.990364873
FAM120A,2902.492444,-0.098626372,0.188634171,-0.522844678,0.601082346,0.990364873
FAM120AOS,106.5007729,0.165642897,0.368559513,0.449433244,0.653119154,0.990364873
FAM120B,99.15870253,-0.257448039,0.400727501,-0.642451637,0.520579981,0.990364873
FAM120C,8.742771608,-1.559892707,1.652097122,-0.94418947,0.345072835,0.990364873
FAM122A,112.7966155,-0.195120836,0.377495193,-0.516882969,0.605237857,0.990364873
FAM122B,60.43118118,-0.32074324,0.52386592,-0.612262084,0.540364371,0.990364873
FAM122C,1.293252225,-0.265597695,2.82851053,-0.093900197,0.925188437,0.996317104
FAM126A,18.58229179,-0.25041879,0.913806437,-0.274039206,0.784054493,0.996317104
FAM126B,138.4586929,0.291009945,0.345064142,0.843350292,0.399032563,0.990364873
FAM127A,206.3744679,-0.28174044,0.520428299,-0.541362644,0.58825765,0.990364873
FAM127B,549.7054309,-0.206057774,0.236542627,-0.871123214,0.38368688,0.990364873
FAM127C,1.711582874,2.022146633,3.829850489,0.527996234,0.59750195,0.990364873
FAM129A,28.81495927,-1.357368183,0.890154832,-1.524867511,0.127292147,0.965661938
FAM129B,717.3859589,-0.072032567,0.223935576,-0.321666475,0.747705378,0.9920575
FAM131A,15.1735131,0.338645396,1.008218158,0.33588504,0.736957559,0.990364873
FAM131B,25.83184062,-1.045007839,0.717361605,-1.456737902,0.145188743,0.990364873
FAM131C,2.811107255,-2.630487216,2.964906447,-0.887207493,0.374967199,0.990364873
FAM132A,9.828043961,0.893645281,1.120316427,0.797672211,0.425060734,0.990364873
FAM132B,0.095934042,2.022096503,6.120206177,0.330396795,0.741100163,0.990364873
FAM133A,0.233244263,2.022101572,6.120206177,0.330397623,0.741099538,0.990364873
FAM133B,2.94279066,-0.320950673,1.993744644,-0.160978826,0.872110077,0.996317104
FAM133CP,0.686942761,3.258084051,4.484217057,0.726566981,0.467491261,0.990364873
FAM133DP,32.7641584,0.714366007,0.640356788,1.115574974,0.264604109,0.990364873
FAM134A,146.358482,0.182255142,0.336532384,0.541567916,0.588116199,0.990364873
FAM134B,87.6642927,0.346306267,0.383633199,0.902701508,0.366684336,0.990364873
FAM134C,25.07069045,-0.150364616,0.914154979,-0.164484819,0.869349496,0.996317104
FAM135A,49.84023833,-0.286893881,0.596149574,-0.481244797,0.630342526,0.990364873
FAM135B,0.660440227,5.461029245,6.002235209,0.909832596,0.362910801,0.990364873
FAM136A,163.3040678,-0.694815006,0.305164887,-2.276851092,0.022795119,0.575290221
FAM13A,147.3308763,-1.013041708,0.392745445,-2.579384994,0.009897641,0.396213564
FAM13A-AS1,5.538075318,-1.147759496,1.697340204,-0.676210635,0.498906922,0.990364873
FAM13B,50.29257547,0.713547806,0.630074688,1.132481307,0.257432139,0.990364873
FAM149A,8.204845285,0.265679668,1.102899719,0.240891954,0.809638858,0.996317104
FAM149B1,16.18425513,-0.111025272,0.832758124,-0.133322352,0.893938451,0.996317104
FAM150A,3.767163152,-0.054290195,1.776886778,-0.030553547,0.975625589,0.996317104
FAM150B,0.125275719,2.022091095,6.120206177,0.330395911,0.741100831,0.990364873
FAM151A,0.318103813,1.521808289,5.957741771,0.255433745,0.798388111,0.996317104
FAM151B,2.278980017,-0.340398574,2.292971447,-0.148453037,0.881985246,0.996317104
FAM155A,163.7976272,0.246643085,0.370176153,0.666285723,0.505228489,0.990364873
FAM155A-IT1,7.230334344,-0.701671611,1.456097115,-0.481885173,0.629887519,0.990364873
FAM155B,5.997071183,2.02167806,6.120206177,0.330328424,0.741151818,0.990364873
FAM157C,0.62930237,4.366230864,6.054441574,0.721161615,0.470810085,0.990364873
FAM160A1,8.49241768,-0.727034912,1.405504021,-0.517277007,0.604962803,0.990364873
FAM160A2,47.23654666,0.247987674,0.52892924,0.468848488,0.639177939,0.990364873
FAM160B1,48.22124221,0.346974818,0.552844846,0.627616989,0.530254877,0.990364873
FAM160B2,7.200250589,-0.028002258,1.187007513,-0.023590632,0.981179144,0.99641976
FAM161A,16.28940972,-1.987339102,1.438931316,-1.381121586,0.167241579,0.990364873
FAM161B,12.03390093,2.70278301,1.066106095,2.535191406,0.01123859,0.424427589
FAM162A,1042.79333,-0.113080702,0.21700965,-0.521086051,0.602306828,0.990364873
FAM167A,0.454608252,-0.077409715,5.956946739,-0.012994864,0.98963189,0.99641976
FAM167B,1.008319173,2.022157292,4.024073779,0.502514964,0.615305329,0.990364873
FAM168A,33.75650343,-1.203381585,0.716988554,-1.678383257,0.093272304,0.904475027
FAM168B,224.5351831,-0.140693397,0.349824378,-0.402182941,0.687549396,0.990364873
FAM169A,144.1303869,0.336858208,0.442533053,0.761204628,0.446534854,0.990364873
FAM169B,0.284891275,3.840961431,6.06511641,0.633287339,0.52654602,0.990364873
FAM171A1,325.7670676,-0.242717723,0.322590644,-0.75240162,0.451809573,0.990364873
FAM171B,0.312490778,3.254089029,6.082330231,0.535006964,0.592645042,0.990364873
FAM172A,33.28021726,0.650536636,0.606403202,1.072779025,0.283370274,0.990364873
FAM173A,97.31158796,1.066994947,0.426913329,2.49932451,0.012443031,0.442981742
FAM173B,51.63735871,-0.132254155,0.469304195,-0.28180902,0.778089954,0.99576093
FAM174A,48.43077542,-0.397126312,0.621186157,-0.639303223,0.522625692,0.990364873
FAM174B,57.71444124,-0.952451123,0.564575957,-1.687020341,0.091599441,0.902710081
FAM175A,8.657324618,-0.559243344,1.527995429,-0.365998048,0.714366532,0.990364873
FAM175B,106.9032448,-0.045211366,0.416414417,-0.10857301,0.913541169,0.996317104
FAM177A1,127.6645365,0.024601776,0.337467449,0.072901184,0.941884752,0.996317104
FAM177B,4.278924212,-1.068126206,1.789818277,-0.596779136,0.550654849,0.990364873
FAM178B,0.488952755,2.022035898,6.120206177,0.330386892,0.741107645,0.990364873
FAM179B,127.1047003,0.674152581,0.469222427,1.436744159,0.150790703,0.990364873
FAM180B,1.231573146,5.287312456,5.449282669,0.970276783,0.331908547,0.990364873
FAM181B,0.089222574,2.022095317,6.120206177,0.330396601,0.74110031,0.990364873
FAM182B,0.355457518,3.254123272,6.082330234,0.535012593,0.592641149,0.990364873
FAM183A,0.139946558,2.022110555,6.120206177,0.330399091,0.741098429,0.990364873
FAM184A,0.453386417,5.062532499,6.019149656,0.841071046,0.400308134,0.990364873
FAM184B,0.231911718,2.022041961,6.120206177,0.330387883,0.741106896,0.990364873
FAM185A,9.571285744,-0.814061411,1.162602341,-0.700206237,0.483798517,0.990364873
FAM186A,0.151128806,3.841017684,6.065116407,0.633296614,0.526539964,0.990364873
FAM186B,0.063174363,-0.172055379,6.052307666,-0.028428062,0.977320743,0.996317104
FAM187B,0.094761545,-0.751165021,6.018022767,-0.124819239,0.900666656,0.996317104
FAM188A,66.74794703,0.113456914,0.449211273,0.252569159,0.800601165,0.996317104
FAM189A1,0.26385145,-1.262487751,5.997189543,-0.210513232,0.833267126,0.996317104
FAM189A2,2.432154921,1.881413076,2.501690432,0.75205671,0.452016956,0.990364873
FAM189B,44.4946268,0.163235079,0.616938422,0.264588933,0.791326147,0.996317104
FAM192A,536.3518289,0.274763857,0.328430651,0.836596268,0.402819544,0.990364873
FAM193A,90.54674175,0.101141252,0.386357706,0.261781376,0.793489998,0.996317104
FAM193B,35.52421829,-0.11200376,0.663399115,-0.168833146,0.865927886,0.996317104
FAM198B,12.62259452,1.567456606,0.914088603,1.714775351,0.086386422,0.89383401
FAM199X,69.55969856,-0.160357782,0.438394759,-0.365783985,0.714526271,0.990364873
FAM19A2,0.151128806,3.841017684,6.065116407,0.633296614,0.526539964,0.990364873
FAM19A4,0.13144732,2.022085888,6.120206177,0.33039506,0.741101474,0.990364873
FAM19A5,3.103076343,0.479868022,2.958706947,0.162188426,0.871157474,0.996317104
FAM200A,11.42222476,-0.629166056,1.09405057,-0.575079502,0.56523753,0.990364873
FAM200B,261.2844768,-0.171839754,0.332407943,-0.516954418,0.605187979,0.990364873
FAM201A,10.21165001,1.085302484,1.152508359,0.9416873,0.346352759,0.990364873
FAM201B,1.503284337,3.864073804,4.272080495,0.904494615,0.365733188,0.990364873
FAM204A,132.0601038,-0.573052314,0.427020224,-1.341979331,0.179602697,0.990364873
